id_pokémon,Pokémon,Type,Talent,Tier,PV,Attaque,Défense,Atq Spé,Déf Spé,Vitesse
882,Lépidonille,Type Insecte,Écran Poudre Oeil Composé Garde Amie,LC,38,35,40,27,25,35
883,Pérégrain,Type Insecte,Mue Garde Amie,NFE,45,22,60,27,30,29
884,Prismillon,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
885,Prismillon Motif Monarchie,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
886,Prismillon Motif Métropole,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
887,Prismillon Motif Archipel,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
888,Prismillon Motif Continent,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
889,Prismillon Motif Rivage,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
890,Prismillon Motif Soleil Levant,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
891,Prismillon Motif Glace,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
892,Prismillon Motif Sécheresse,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
893,Prismillon Motif Verdure,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
894,Prismillon Motif Jungle,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
895,Prismillon Motif Zénith,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
896,Prismillon Motif Mangrove,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
897,Prismillon Motif Blizzard,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
898,Prismillon Motif Fantaisie,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,OU,80,52,50,90,50,89
899,Prismillon Motif Delta,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
900,Prismillon Motif Sable,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
901,Prismillon Motif Banquise,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
902,Prismillon Motif Pokéball,Type Insecte Type Vol,Écran Poudre Oeil Composé,Untiered,80,52,50,90,50,89
903,Prismillon Motif Cyclone,Type Insecte Type Vol,Écran Poudre Oeil Composé Garde Amie,Untiered,80,52,50,90,50,89
904,Hélionceau,Type Feu Type Normal,Rivalité Tension Impudence,LC,62,50,58,73,54,72
905,Némélios,Type Feu Type Normal,Rivalité Tension Impudence,OU,86,68,72,109,66,106
906,Flabébé Rouge,Type Fée,Flora-Voile Symbiose,LC,44,38,39,61,79,42
907,Flabébé Orange,Type Fée,Flora-Voile Symbiose,LC,44,38,39,61,79,42
908,Flabébé Blanche,Type Fée,Flora-Voile Symbiose,LC,44,38,39,61,79,42
909,Flabébé Bleue,Type Fée,Flora-Voile Symbiose,LC,44,38,39,61,79,42
910,Flabébé Jaune,Type Fée,Flora-Voile Symbiose,LC,44,38,39,61,79,42
911,Floette Rouge,Type Fée,Flora-Voile Symbiose,NFE,54,45,47,75,98,52
912,Floette Bleue,Type Fée,Flora-Voile Symbiose,NFE,54,45,47,75,98,52
913,Floette Jaune,Type Fée,Flora-Voile Symbiose,NFE,54,45,47,75,98,52
914,Floette Orange,Type Fée,Flora-Voile Symbiose,NFE,54,45,47,75,98,52
915,Floette Blanche,Type Fée,Flora-Voile Symbiose,NFE,54,45,47,75,98,52
916,Floette Fleur Éternelle,Type Fée,Flora-Voile,Untiered,74,65,67,125,128,92
917,Florges Rouge,Type Fée,Flora-Voile Symbiose,OU,78,65,68,112,154,75
918,Florges Bleue,Type Fée,Flora-Voile Symbiose,OU,78,65,68,112,154,75
919,Florges Orange,Type Fée,Flora-Voile Symbiose,OU,78,65,68,112,154,75
920,Florges Blanche,Type Fée,Flora-Voile Symbiose,OU,78,65,68,112,154,75
921,Florges Jaune,Type Fée,Flora-Voile Symbiose,OU,78,65,68,112,154,75
922,Cabriolaine,Type Plante,Herbivore Toison Herbue,LC,66,65,48,62,57,52
923,Chevroum,Type Plante,Herbivore Toison Herbue,OU,123,100,62,97,81,68
924,Pandespiègle,Type Combat,Poing de Fer Brise Moule Querelleur,Untiered,67,82,62,46,48,43
925,Pandarbare,Type Combat Type Ténèbres,Poing de Fer Brise Moule Querelleur,Untiered,95,124,78,69,71,58
926,Couafarel,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
927,Couafarel Coupe Monsieur,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
928,Couafarel Coupe Diamant,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
929,Couafarel Coupe Reine,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
930,Couafarel Coupe Madame,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
931,Couafarel Coupe Pharahon,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
932,Couafarel Coupe Étoile,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
933,Couafarel Coupe Kabuki,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
934,Couafarel Coupe Demoiselle,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
935,Couafarel Coupe Coeur,Type Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
936,Psystigri,Type Psy,Regard Vif Infiltration Tempo Perso,Untiered,62,48,54,63,60,68
937,Mistigrix Mâle,Type Psy,Regard Vif Infiltration Farceur,Untiered,74,48,76,83,81,104
938,Mistigrix Femelle,Type Psy,Regard Vif Infiltration Battant,Untiered,74,48,76,83,81,104
939,Monorpale,Type Acier Type Spectre,Annule Garde,Untiered,45,80,100,35,37,28
940,Dimoclès,Type Acier Type Spectre,Annule Garde,Untiered,59,110,150,45,49,35
941,Exagide,Type Acier Type Spectre,Déclic Tactique,Untiered,60,50,140,50,140,60
942,Exagide Mode Assaut,Type Acier Type Spectre,Déclic Tactique,Untiered,60,140,50,140,50,60
943,Fluvetin,Type Fée,Coeur Soin Aroma-Voile,Untiered,78,52,60,63,65,23
944,Cocotine,Type Fée,Coeur Soin Aroma-Voile,Untiered,101,72,72,99,89,29
945,Sucroquin,Type Fée,Gluco-Voile Délestage,Untiered,62,48,66,59,57,49
946,Cupcanaille,Type Fée,Gluco-Voile Délestage,Untiered,82,80,86,85,75,72
947,Sepiatop,Type Ténèbres Type Psy,Contestation Ventouse Infiltration,Untiered,53,54,53,37,46,45
948,Sepiatroce,Type Ténèbres Type Psy,Contestation Ventouse Infiltration,Untiered,86,92,88,68,75,73
949,Opermine,Type Roche Type Eau,Griffe Dure Sniper Pickpocket,Untiered,42,52,67,39,56,50
950,Golgopathe,Type Roche Type Eau,Griffe Dure Sniper Pickpocket,Untiered,72,105,115,54,86,68
951,Venalgue,Type Poison Type Eau,Point Poison Toxitouche Adaptabilité,LC,50,60,60,60,60,30
952,Kravarech,Type Poison Type Dragon,Point Poison Toxitouche Adaptabilité,OU,65,75,90,97,123,44
953,Flingouste,Type Eau,Méga Blaster,LC,50,53,62,58,63,44
954,Gamblast,Type Eau,Méga Blaster,OU,71,73,88,120,89,59
955,Galvaran,Type Électrik Type Normal,Peau Sèche Voile Sable Force Soleil,Untiered,44,38,33,61,43,70
956,Iguolta,Type Électrik Type Normal,Peau Sèche Voile Sable Force Soleil,Untiered,62,55,52,109,94,109
957,Ptyranidur,Type Roche Type Dragon,Prognathe Fermeté,Untiered,58,89,77,45,45,48
958,Rexillius,Type Roche Type Dragon,Prognathe Tête de Roc,Untiered,82,121,119,69,59,71
959,Amagara,Type Roche Type Glace,Peau Gelée Alerte Neige,Untiered,77,59,50,67,63,46
960,Dragmara,Type Roche Type Glace,Peau Gelée Alerte Neige,Untiered,123,77,72,99,92,58
961,Nymphali,Type Fée,Joli Sourire Peau Féérique,OU,95,65,65,110,130,60
962,Brutalibré,Type Combat Type Vol,Échauffement Délestage Brise Moule,OU,78,92,75,74,63,118
963,Dedenne,Type Électrik Type Fée,Bajoues Ramassage Plus,OU,67,58,57,81,67,101
964,Strassie,Type Roche Type Fée,Corps Sain Fermeté,Untiered,50,50,150,50,150,50
965,Mucuscule,Type Dragon,Herbivore Hydratation Poisseux,LC,45,50,35,55,75,40
966,Colimucus,Type Dragon,Herbivore Hydratation Poisseux,NFE,68,75,53,83,113,60
967,Colimucus de Hisui,Type Acier Type Dragon,Herbivore Coque Armure Poisseux,Untiered,58,75,83,83,113,40
968,Muplodocus,Type Dragon,Herbivore Hydratation Poisseux,OU,90,100,70,110,150,80
969,Muplodocus de Hisui,Type Acier Type Dragon,Herbivore Coque Armure Poisseux,Untiered,80,100,100,110,150,60
970,Trousselin,Type Acier Type Fée,Farceur Magicien,OU,57,80,91,80,87,75
971,Brocélôme,Type Spectre Type Plante,Médic Nature Fouille Récolte,Untiered,43,70,48,50,60,38
972,Desséliande,Type Spectre Type Plante,Médic Nature Fouille Récolte,Untiered,85,110,76,65,82,56
973,Pitrouille,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,49,66,70,44,55,51
974,Pitrouille Mini,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,44,66,70,44,55,56
975,Pitrouille Ultra,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,59,66,70,44,55,41
976,Pitrouille Maxi,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,54,66,70,44,55,46
977,Banshitrouye,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,65,90,122,58,75,84
978,Banshitrouye Mini,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,55,85,122,58,75,99
979,Banshitrouye Maxi,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,75,95,122,58,75,69
980,Banshitrouye Ultra,Type Spectre Type Plante,Ramassage Fouille Insomnia,Untiered,85,100,122,58,75,54
981,Grelaçon,Type Glace,Tempo Perso Corps Gel Fermeté,LC,55,69,85,32,35,28
982,Séracrawl,Type Glace,Tempo Perso Corps Gel Fermeté,OU,95,117,184,44,46,28
983,Séracrawl de Hisui,Type Glace Type Roche,Prognathe Corps Gel Fermeté,Untiered,95,127,184,34,36,38
984,Sonistrelle,Type Vol Type Dragon,Fouille Infiltration Télépathe,LC,40,30,35,45,40,55
985,Bruyverne,Type Vol Type Dragon,Fouille Infiltration Télépathe,OU,85,70,80,97,80,123
986,Xerneas,Type Fée,Aura Féérique,Untiered,126,131,95,131,98,99
987,Yveltal,Type Ténèbres Type Vol,Aura Ténébreuse,Untiered,126,131,95,131,98,99
988,Zygarde,Type Dragon Type Sol,Aura Inversée Rassemblement,Untiered,108,100,121,81,95,95
989,Zygarde Forme Parfaite,Type Dragon Type Sol,Rassemblement,Untiered,216,100,121,91,95,85
990,Zygarde 10%,Type Dragon Type Sol,Aura Inversée Rassemblement,Untiered,54,100,71,61,85,115
991,Diancie,Type Roche Type Fée,Corps Sain,Untiered,50,100,150,100,150,50
992,Méga Diancie,Type Roche Type Fée,Miroir Magik,Untiered,50,160,110,160,110,110
993,Hoopa,Type Psy Type Spectre,Magicien,Untiered,80,110,60,150,130,70
994,Hoopa Déchaîné,Type Psy Type Ténèbres,Magicien,Untiered,80,160,60,170,130,80
995,Volcanion,Type Feu Type Eau,Absorb Eau,Untiered,80,110,120,130,90,70
996,Brindibou,Type Plante Type Vol,Engrais Longue Portée,Untiered,68,55,55,50,50,42
997,Efflèche,Type Plante Type Vol,Engrais Longue Portée,Untiered,78,75,75,70,70,52
998,Archéduc,Type Plante Type Spectre,Engrais Longue Portée,Untiered,78,107,75,100,100,70
999,Archéduc de Hisui,Type Plante Type Combat,Engrais Querelleur,Untiered,88,112,80,95,95,60
1000,Flamiaou,Type Feu,Brasier Intimidation,Untiered,45,65,40,60,40,70
1001,Matoufeu,Type Feu,Brasier Intimidation,Untiered,65,85,50,80,50,90
1002,Félinferno,Type Feu Type Ténèbres,Brasier Intimidation,Untiered,95,115,90,80,90,60
1003,Otaquin,Type Eau,Torrent Hydrata-Son,Untiered,50,54,54,66,56,40
1004,Otarlette,Type Eau,Torrent Hydrata-Son,Untiered,60,69,69,91,81,50
1005,Oratoria,Type Eau Type Fée,Torrent Hydrata-Son,Untiered,80,74,74,126,116,60
1006,Picassaut,Type Normal Type Vol,Regard Vif Multi-Coups Ramassage,Untiered,35,75,30,30,30,65
1007,Piclairon,Type Normal Type Vol,Regard Vif Multi-Coups Ramassage,Untiered,55,85,50,40,50,75
1008,Bazoucan,Type Normal Type Vol,Regard Vif Multi-Coups Sans Limite,Untiered,80,120,75,75,75,60
1009,Manglouton,Type Normal,Filature Prognathe Adaptabilité,LC,48,70,30,30,30,45
1010,Argouste,Type Normal,Filature Prognathe Adaptabilité,OU,88,110,60,55,60,45
1011,Larvibule,Type Insecte,Essaim,Untiered,47,62,45,55,45,46
1012,Chrysapile,Type Insecte Type Électrik,Batterie,Untiered,57,82,95,55,75,36
1013,Lucanon,Type Insecte Type Électrik,Lévitation,Untiered,77,70,90,145,75,43
1014,Crabagarre,Type Combat,Hyper Cutter Poing de Fer Colérique,LC,47,82,57,42,47,63
1015,Crabominable,Type Combat Type Glace,Hyper Cutter Poing de Fer Colérique,OU,97,132,77,62,67,43
1016,Plumeline Flamenco,Type Feu Type Vol,Danseuse,OU,75,70,70,98,70,93
1017,Plumeline Buyō,Type Spectre Type Vol,Danseuse,OU,75,70,70,98,70,93
1018,Plumeline Pom-Pom,Type Électrik Type Vol,Danseuse,OU,75,70,70,98,70,93
1019,Plumeline Hula,Type Psy Type Vol,Danseuse,OU,75,70,70,98,70,93
1020,Bombydou,Type Insecte Type Fée,Cherche Miel Écran Poudre Gluco-Voile,Untiered,40,45,40,55,40,84
1021,Rubombelle,Type Insecte Type Fée,Cherche Miel Écran Poudre Gluco-Voile,Untiered,60,55,60,95,70,124
1022,Rocabot,Type Roche,Regard Vif Esprit Vital Impassible,LC,45,65,40,30,40,60
1023,Lougaroc Diurne,Type Roche,Regard Vif Baigne Sable Impassible,OU,75,115,65,55,65,112
1024,Lougaroc Nocturne,Type Roche,Regard Vif Esprit Vital Annule Garde,OU,85,115,75,55,75,82
1025,Lougaroc Crépusculaire,Type Roche,Griffe Dure,OU,75,117,65,55,65,110
1026,Froussardine,Type Eau,Banc,Untiered,45,20,20,25,25,40
1027,Froussardine Banc,Type Eau,Banc,Untiered,45,140,130,140,135,30
1028,Vorastérie,Type Poison Type Eau,Cruauté Échauffement Régé-Force,LC,50,53,62,43,52,45
1029,Prédastérie,Type Poison Type Eau,Cruauté Échauffement Régé-Force,OU,50,63,152,53,142,35
1030,Tiboudet,Type Sol,Tempo Perso Endurance Attention,LC,70,100,70,45,55,45
1031,Bourrinos,Type Sol,Tempo Perso Endurance Attention,OU,100,125,100,55,85,35
1032,Araqua,Type Eau Type Insecte,Aquabulle Absorb Eau,Untiered,38,40,52,40,72,27
1033,Tarenbulle,Type Eau Type Insecte,Aquabulle Absorb Eau,Untiered,68,70,92,50,132,42
1034,Mimantis,Type Plante,Feuille Garde Contestation,LC,40,55,35,50,35,35
1035,Floramantis,Type Plante,Feuille Garde Contestation,OU,70,105,90,80,90,45
1036,Spododo,Type Plante Type Fée,Lumiattirance Pose Spore Cuvette,Untiered,40,35,55,65,75,15
1037,Lampignon,Type Plante Type Fée,Lumiattirance Pose Spore Cuvette,Untiered,60,45,80,90,100,30
1038,Tritox,Type Poison Type Feu,Corrosion Benêt,LC,48,44,40,71,40,77
1039,Malamandre,Type Poison Type Feu,Corrosion Benêt,OU,68,64,60,111,60,117
1040,Nounourson,Type Normal Type Combat,Boule de Poils Maladresse Joli Sourire,Untiered,70,75,50,45,50,50
1041,Chelours,Type Normal Type Combat,Boule de Poils Maladresse Tension,Untiered,120,125,80,55,60,60
1042,Croquine,Type Plante,Feuille Garde Benêt Gluco-Voile,LC,42,30,38,30,38,32
1043,Candine,Type Plante,Feuille Garde Benêt Gluco-Voile,NFE,52,40,48,40,48,62
1044,Sucreine,Type Plante,Feuille Garde Prestance Royale Gluco-Voile,OU,72,120,98,50,98,72
1045,Guérilande,Type Fée,Flora-Voile Prioguérison Médic Nature,Untiered,51,52,90,82,110,100
1046,Gouroutan,Type Normal Type Psy,Attention Télépathe Symbiose,OU,90,60,80,90,110,60
1047,Quartermac,Type Combat,Receveur Acharné,OU,100,120,90,40,60,80
1048,Sovkipou,Type Insecte Type Eau,Escampette,Untiered,25,35,40,20,30,80
1049,Sarmuraï,Type Insecte Type Eau,Repli Tactique,Untiered,75,125,140,60,90,40
1050,Bacabouh,Type Spectre Type Sol,Sable Humide Voile Sable,LC,55,55,80,70,45,15
1051,Trépassable,Type Spectre Type Sol,Sable Humide Voile Sable,OU,85,75,110,100,75,35
1052,Concombaffe,Type Eau,Expuls'Organes Inconscient,Untiered,55,60,130,30,130,5
1053,Type:0,Type Normal,Armurbaston,Untiered,95,95,95,95,95,59
1054,Silvallié,Type Normal,Système Alpha,Untiered,95,95,95,95,95,95
1055,Silvallié Électrik,Type Électrik,Système Alpha,Untiered,95,95,95,95,95,95
1056,Silvallié Combat,Type Combat,Système Alpha,Untiered,95,95,95,95,95,95
1057,Silvallié Ténèbres,Type Ténèbres,Système Alpha,Untiered,95,95,95,95,95,95
1058,Silvallié Insecte,Type Insecte,Système Alpha,Untiered,95,95,95,95,95,95
1059,Silvallié Poison,Type Poison,Système Alpha,Untiered,95,95,95,95,95,95
1060,Silvallié Psy,Type Psy,Système Alpha,Untiered,95,95,95,95,95,95
1061,Silvallié Fée,Type Fée,Système Alpha,Untiered,95,95,95,95,95,95
1062,Silvallié Acier,Type Acier,Système Alpha,Untiered,95,95,95,95,95,95
1063,Silvallié Feu,Type Feu,Système Alpha,Untiered,95,95,95,95,95,95
1064,Silvallié Vol,Type Vol,Système Alpha,Untiered,95,95,95,95,95,95
1065,Silvallié Sol,Type Sol,Système Alpha,Untiered,95,95,95,95,95,95
1066,Silvallié Dragon,Type Dragon,Système Alpha,Untiered,95,95,95,95,95,95
1067,Silvallié Roche,Type Roche,Système Alpha,Untiered,95,95,95,95,95,95
1068,Silvallié Spectre,Type Spectre,Système Alpha,Untiered,95,95,95,95,95,95
1069,Silvallié Plante,Type Plante,Système Alpha,Untiered,95,95,95,95,95,95
1070,Silvallié Eau,Type Eau,Système Alpha,Untiered,95,95,95,95,95,95
1071,Silvallié Glace,Type Glace,Système Alpha,Untiered,95,95,95,95,95,95
1072,Météno Rouge,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,100,60,100,60,120
1073,Météno Jaune,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,100,60,100,60,120
1074,Météno Vert,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,100,60,100,60,120
1075,Météno Bleu,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,100,60,100,60,120
1076,Météno Orange,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,100,60,100,60,120
1077,Météno Violet,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,100,60,100,60,120
1078,Météno Météore,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,60,100,60,100,60
1079,Météno Indigo,Type Roche Type Vol,Bouclier-Carcan,Untiered,60,100,60,100,60,120
1080,Dodoala,Type Normal,Hypersommeil,OU,65,115,65,75,95,65
1081,Boumata,Type Feu Type Dragon,Coque Armure,Untiered,60,78,135,91,85,36
1082,Togedemaru,Type Électrik Type Acier,Épine de Fer Paratonnerre Fermeté,Untiered,65,98,63,40,73,96
1083,Mimiqui,Type Spectre Type Fée,Fantômasque,OU,55,90,80,50,105,96
1084,Mimiqui Démasqué,Type Spectre Type Fée,Fantômasque,OU,55,90,80,50,105,96
1085,Denticrisse,Type Eau Type Psy,Corps Coloré Prognathe Peau Miracle,OU,68,105,70,70,70,92
1086,Draïeul,Type Normal Type Dragon,Dracolère Herbivore Ciel Gris,Untiered,78,60,85,135,91,36
1087,Sinistrail,Type Spectre Type Plante,Expert Acier,Untiered,70,131,100,86,90,40
1088,Bébécaille,Type Dragon,Pare-Balles Anti-Bruit Envelocape,Untiered,45,55,65,45,45,45
1089,Écaïd,Type Dragon Type Combat,Pare-Balles Anti-Bruit Envelocape,Untiered,55,75,90,65,70,65
1090,Ékaïser,Type Dragon Type Combat,Pare-Balles Anti-Bruit Envelocape,Untiered,75,110,125,100,105,85
1091,Tokorico,Type Électrik Type Fée,Créa-Élec Télépathe,Untiered,70,115,85,95,75,130
1092,Tokopiyon,Type Psy Type Fée,Créa-Psy Télépathe,Untiered,70,85,75,130,115,95
1093,Tokotoro,Type Plante Type Fée,Créa-Herbe Télépathe,Untiered,70,130,115,85,95,75
1094,Tokopisco,Type Eau Type Fée,Créa-Brume Télépathe,Untiered,70,75,115,95,130,85
1095,Cosmog,Type Psy,Inconscient,Untiered,43,29,31,29,31,37
1096,Cosmovum,Type Psy,Fermeté,Untiered,43,29,131,29,131,37
1097,Solgaleo,Type Psy Type Acier,Métallo-Garde,Untiered,137,137,107,113,89,97
1098,Lunala,Type Psy Type Spectre,Spectro-Bouclier,Untiered,137,113,89,137,107,97
1099,Zéroïd,Type Roche Type Poison,Boost Chimère,Untiered,109,53,47,127,131,103
1100,Mouscoto,Type Insecte Type Combat,Boost Chimère,Untiered,107,139,139,53,53,79
1101,Cancrelove,Type Insecte Type Combat,Boost Chimère,Untiered,71,137,37,137,37,151
1102,Câblifère,Type Électrik,Boost Chimère,Untiered,83,89,71,173,71,83
1103,Bamboiselle,Type Acier Type Vol,Boost Chimère,Untiered,97,101,103,107,101,61
1104,Katagami,Type Plante Type Acier,Boost Chimère,Untiered,59,181,131,59,31,109
1105,Engloutyran,Type Ténèbres Type Dragon,Boost Chimère,Untiered,223,101,53,97,53,43
1106,Necrozma,Type Psy,Prisme-Armure,Untiered,97,107,101,127,89,79
1107,Necrozma Ailes de l'Aurore,Type Psy Type Spectre,Prisme-Armure,Untiered,97,113,109,157,127,77
1108,Necrozma Crinière du Couchant,Type Psy Type Acier,Prisme-Armure,Untiered,97,157,127,113,109,77
1109,Ultra Necrozma,Type Psy Type Dragon,Cérébro-Force,Untiered,97,167,97,167,97,129
1110,Magearna,Type Acier Type Fée,Animacoeur,Untiered,80,95,115,130,115,65
1111,Magearna Couleur du Passé,Type Acier Type Fée,Animacoeur,Untiered,80,95,115,130,115,65
1112,Marshadow,Type Combat Type Spectre,Technicien,Untiered,90,125,80,90,90,125
1113,Vémini,Type Poison,Boost Chimère,Untiered,67,73,67,73,67,73
1114,Mandrillon,Type Poison Type Dragon,Boost Chimère,Untiered,73,73,73,127,73,121
1115,Ama-Ama,Type Roche Type Acier,Boost Chimère,Untiered,61,131,211,53,101,13
1116,Pierroteknik,Type Feu Type Spectre,Boost Chimère,Untiered,53,127,53,151,79,107
1117,Zeraora,Type Électrik,Absorb Volt,Untiered,88,112,75,102,80,143
1118,Meltan,Type Acier,Magnépiège,Untiered,46,65,65,55,35,34
1119,Melmetal,Type Acier,Poing de Fer,Untiered,135,143,143,80,65,34
1120,Melmetal Gigamax,Type Acier,Poing de Fer,Untiered,135,143,143,80,65,34
1121,Ouistempo,Type Plante,Engrais Créa-Herbe,Untiered,50,65,50,40,40,65
1122,Badabouin,Type Plante,Engrais Créa-Herbe,Untiered,70,85,70,55,60,80
1123,Gorythmic,Type Plante,Engrais Créa-Herbe,Untiered,100,125,90,60,70,85
1124,Gorythmic Gigamax,Type Plante,Engrais Créa-Herbe,Untiered,100,125,90,60,70,85
1125,Flambino,Type Feu,Brasier Libéro,Untiered,50,71,40,40,40,69
1126,Lapyro,Type Feu,Brasier Libéro,Untiered,65,86,60,55,60,94
1127,Pyrobut,Type Feu,Brasier Libéro,Untiered,80,116,75,65,75,119
1128,Pyrobut Gigamax,Type Feu,Brasier Libéro,Untiered,80,116,75,65,75,119
1129,Larméléon,Type Eau,Torrent Sniper,Untiered,50,40,40,70,40,70
1130,Arrozard,Type Eau,Torrent Sniper,Untiered,65,60,55,95,55,90
1131,Lézargus,Type Eau,Torrent Sniper,Untiered,70,85,65,125,65,120
1132,Lézargus Gigamax,Type Eau,Torrent Sniper,Untiered,70,85,65,125,65,120
1133,Rongourmand,Type Normal,Bajoues Gloutonnerie,LC,70,55,55,35,35,25
1134,Rongrigou,Type Normal,Bajoues Gloutonnerie,OU,120,95,95,55,75,20
1135,Minisange,Type Vol,Regard Vif Tension Coeur de Coq,LC,38,47,35,33,35,57
1136,Bleuseille,Type Vol,Regard Vif Tension Coeur de Coq,NFE,68,67,55,43,55,77
1137,Corvaillus,Type Vol Type Acier,Pression Tension Armure Miroir,OU,98,87,105,53,85,67
1138,Corvaillus Gigamax,Type Vol Type Acier,Pression Tension Armure Miroir,Untiered,98,87,105,53,85,67
1139,Larvadar,Type Insecte,Essaim Oeil Composé Télépathe,Untiered,25,20,20,25,45,45
1140,Coléodôme,Type Insecte Type Psy,Essaim Oeil Composé Télépathe,Untiered,50,35,80,50,90,30
1141,Astronelle,Type Insecte Type Psy,Essaim Fouille Télépathe,Untiered,60,45,110,80,120,90
1142,Astronelle Gigamax,Type Insecte Type Psy,Essaim Fouille Télépathe,Untiered,60,45,110,80,120,90
1143,Goupilou,Type Ténèbres,Fuite Délestage Filature,Untiered,40,28,28,47,52,50
1144,Roublenard,Type Ténèbres,Fuite Délestage Filature,Untiered,70,58,58,87,92,90
1145,Tournicoton,Type Plante,Effilochage Régé-Force Pose Spore,Untiered,40,40,60,40,60,10
1146,Blancoton,Type Plante,Effilochage Régé-Force Pose Spore,Untiered,60,50,90,80,120,60
1147,Moumouton,Type Normal,Boule de Poils Fuite Pare-Balles,Untiered,42,40,55,40,45,48
1148,Moumouflon,Type Normal,Boule de Poils Impassible Pare-Balles,Untiered,72,80,100,60,90,88
1149,Khélocrok,Type Eau,Prognathe Coque Armure Glissade,LC,50,64,50,38,38,44
1150,Torgamord,Type Eau Type Roche,Prognathe Coque Armure Glissade,OU,90,115,90,48,68,74
1151,Torgamord Gigamax,Type Eau Type Roche,Prognathe Coque Armure Glissade,Untiered,90,115,90,48,68,74
1152,Voltoutou,Type Électrik,Ramasse Ball Phobique,Untiered,59,45,50,40,50,26
1153,Fulgudog,Type Électrik,Prognathe Battant,Untiered,69,90,60,90,60,121
1154,Charbi,Type Roche,Turbine Ignifugé Torche,LC,30,40,50,40,50,30
1155,Wagomine,Type Roche Type Feu,Turbine Corps Ardent Torche,NFE,80,60,90,60,70,50
1156,Monthracite,Type Roche Type Feu,Turbine Corps Ardent Torche,OU,110,80,120,80,90,30
1157,Monthracite Gigamax,Type Roche Type Feu,Turbine Corps Ardent Torche,Untiered,110,80,120,80,90,30
1158,Verpom,Type Plante Type Dragon,Mûrissement Gloutonnerie Pare-Balles,LC,40,40,80,40,40,20
1159,Pomdrapi,Type Plante Type Dragon,Mûrissement Gloutonnerie Agitation,OU,70,110,80,95,60,70
1160,Pomdrapi Gigamax,Type Plante Type Dragon,Mûrissement Gloutonnerie Agitation,Untiered,70,110,80,95,60,70
1161,Dratatin,Type Plante Type Dragon,Mûrissement Gloutonnerie Isograisse,OU,110,85,80,100,80,30
1162,Dratatin Gigamax,Type Plante Type Dragon,Mûrissement Gloutonnerie Isograisse,Untiered,110,85,80,100,80,30
